"","file.number","day","hms","file.directory"
"819"," photos","2023-07-28","01:51:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3738.jpg"
"820"," photos","2023-07-28","01:51:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3739.jpg"
"821"," photos","2023-07-28","01:51:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3740.jpg"
"822"," photos","2023-07-28","01:52:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3741.jpg"
"823"," photos","2023-07-28","01:52:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3742.jpg"
"824"," photos","2023-07-28","01:54:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3743.jpg"
"825"," photos","2023-07-28","01:55:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3744.jpg"
"826"," photos","2023-07-28","01:55:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3745.jpg"
"827"," photos","2023-07-28","01:56:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3746.jpg"
"828"," photos","2023-07-28","01:56:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3747.jpg"
"829"," photos","2023-07-28","01:57:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3748.jpg"
"830"," photos","2023-07-28","01:57:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3749.jpg"
"831"," photos","2023-07-28","01:57:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3750.jpg"
"832"," photos","2023-07-28","01:58:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3751.jpg"
"833"," photos","2023-07-28","01:58:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3752.jpg"
"834"," photos","2023-07-28","01:58:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3753.jpg"
"835"," photos","2023-07-28","01:58:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3754.jpg"
"836"," photos","2023-07-28","01:59:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3755.jpg"
"837"," photos","2023-07-28","01:59:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3756.jpg"
"838"," photos","2023-07-28","01:59:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3757.jpg"
"839"," photos","2023-07-28","01:59:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3758.jpg"
"840"," photos","2023-07-28","01:59:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3759.jpg"
"841"," photos","2023-07-28","02:00:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3760.jpg"
"842"," photos","2023-07-28","02:00:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3761.jpg"
"843"," photos","2023-07-28","02:01:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3762.jpg"
"844"," photos","2023-07-28","02:09:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3763.jpg"
"845"," photos","2023-07-28","02:09:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/28 July 2023 flir monthly/FLIR3764.jpg"
"846"," photos","2023-07-27","00:40:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3431.jpg"
"847"," photos","2023-07-27","00:41:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3432.jpg"
"848"," photos","2023-07-27","00:41:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3433.jpg"
"849"," photos","2023-07-27","00:41:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3434.jpg"
"850"," photos","2023-07-27","00:41:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3435.jpg"
"851"," photos","2023-07-27","00:41:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3436.jpg"
"852"," photos","2023-07-27","00:41:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3437.jpg"
"853"," photos","2023-07-27","00:41:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3438.jpg"
"854"," photos","2023-07-27","00:44:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3439.jpg"
"855"," photos","2023-07-27","00:44:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3440.jpg"
"856"," photos","2023-07-27","00:45:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3441.jpg"
"857"," photos","2023-07-27","00:45:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3442.jpg"
"858"," photos","2023-07-27","00:46:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3443.jpg"
"859"," photos","2023-07-27","00:47:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3444.jpg"
"860"," photos","2023-07-27","00:47:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3445.jpg"
"861"," photos","2023-07-27","00:48:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3446.jpg"
"862"," photos","2023-07-27","00:48:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3447.jpg"
"863"," photos","2023-07-27","00:48:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3448.jpg"
"864"," photos","2023-07-27","00:49:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3449.jpg"
"865"," photos","2023-07-27","00:49:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3450.jpg"
"866"," photos","2023-07-27","00:49:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3451.jpg"
"867"," photos","2023-07-27","00:50:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3452.jpg"
"868"," photos","2023-07-27","00:51:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3453.jpg"
"869"," photos","2023-07-27","00:51:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3454.jpg"
"870"," photos","2023-07-27","00:51:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3455.jpg"
"871"," photos","2023-07-27","00:52:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3456.jpg"
"872"," photos","2023-07-27","00:52:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3457.jpg"
"873"," photos","2023-07-27","00:53:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3458.jpg"
"874"," photos","2023-07-27","00:53:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3459.jpg"
"875"," photos","2023-07-27","00:54:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3460.jpg"
"876"," photos","2023-07-27","00:54:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3461.jpg"
"877"," photos","2023-07-27","00:54:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3462.jpg"
"878"," photos","2023-07-27","00:55:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3463.jpg"
"879"," photos","2023-07-27","00:55:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3464.jpg"
"880"," photos","2023-07-27","00:55:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3465.jpg"
"881"," photos","2023-07-27","00:56:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3466.jpg"
"882"," photos","2023-07-27","00:56:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3467.jpg"
"883"," photos","2023-07-27","00:56:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3468.jpg"
"884"," photos","2023-07-27","00:56:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3469.jpg"
"885"," photos","2023-07-27","00:56:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3470.jpg"
"886"," photos","2023-07-27","00:57:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3471.jpg"
"887"," photos","2023-07-27","00:57:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3472.jpg"
"888"," photos","2023-07-27","00:58:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3473.jpg"
"889"," photos","2023-07-27","00:58:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3474.jpg"
"890"," photos","2023-07-27","00:58:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3475.jpg"
"891"," photos","2023-07-27","00:59:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3476.jpg"
"892"," photos","2023-07-27","00:59:32","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3477.jpg"
"893"," photos","2023-07-27","00:59:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3478.jpg"
"894"," photos","2023-07-27","00:59:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3479.jpg"
"895"," photos","2023-07-27","01:00:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3480.jpg"
"896"," photos","2023-07-27","01:00:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3481.jpg"
"897"," photos","2023-07-27","01:00:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3482.jpg"
"898"," photos","2023-07-27","01:01:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3483.jpg"
"899"," photos","2023-07-27","01:01:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3484.jpg"
"900"," photos","2023-07-27","01:01:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3485.jpg"
"901"," photos","2023-07-27","01:02:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3486.jpg"
"902"," photos","2023-07-27","01:02:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3487.jpg"
"903"," photos","2023-07-27","01:02:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3488.jpg"
"904"," photos","2023-07-27","01:02:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3489.jpg"
"905"," photos","2023-07-27","01:02:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3490.jpg"
"906"," photos","2023-07-27","01:02:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3491.jpg"
"907"," photos","2023-07-27","01:03:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3492.jpg"
"908"," photos","2023-07-27","01:03:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3493.jpg"
"909"," photos","2023-07-27","01:04:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3494.jpg"
"910"," photos","2023-07-27","01:04:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3495.jpg"
"911"," photos","2023-07-27","01:04:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3496.jpg"
"912"," photos","2023-07-27","01:05:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3497.jpg"
"913"," photos","2023-07-27","01:05:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3498.jpg"
"914"," photos","2023-07-27","01:05:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3499.jpg"
"915"," photos","2023-07-27","01:05:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3500.jpg"
"916"," photos","2023-07-27","01:05:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3501.jpg"
"917"," photos","2023-07-27","01:05:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3502.jpg"
"918"," photos","2023-07-27","01:06:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3503.jpg"
"919"," photos","2023-07-27","01:07:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3504.jpg"
"920"," photos","2023-07-27","01:08:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3505.jpg"
"921"," photos","2023-07-27","01:08:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3506.jpg"
"922"," photos","2023-07-27","01:08:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3507.jpg"
"923"," photos","2023-07-27","01:08:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3508.jpg"
"924"," photos","2023-07-27","01:08:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3509.jpg"
"925"," photos","2023-07-27","01:09:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3510.jpg"
"926"," photos","2023-07-27","01:09:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3511.jpg"
"927"," photos","2023-07-27","01:09:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3512.jpg"
"928"," photos","2023-07-27","01:09:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3513.jpg"
"929"," photos","2023-07-27","01:10:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3514.jpg"
"930"," photos","2023-07-27","01:10:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3515.jpg"
"931"," photos","2023-07-27","01:11:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3516.jpg"
"932"," photos","2023-07-27","01:11:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3517.jpg"
"933"," photos","2023-07-27","01:12:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3518.jpg"
"934"," photos","2023-07-27","01:12:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3519.jpg"
"935"," photos","2023-07-27","01:12:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3520.jpg"
"936"," photos","2023-07-27","01:12:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3521.jpg"
"937"," photos","2023-07-27","01:12:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3522.jpg"
"938"," photos","2023-07-27","01:13:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3523.jpg"
"939"," photos","2023-07-27","01:14:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3524.jpg"
"940"," photos","2023-07-27","01:14:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3525.jpg"
"941"," photos","2023-07-27","01:14:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3526.jpg"
"942"," photos","2023-07-27","01:15:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3527.jpg"
"943"," photos","2023-07-27","01:15:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3528.jpg"
"944"," photos","2023-07-27","01:15:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3529.jpg"
"945"," photos","2023-07-27","01:15:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3530.jpg"
"946"," photos","2023-07-27","01:16:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3531.jpg"
"947"," photos","2023-07-27","01:16:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3532.jpg"
"948"," photos","2023-07-27","01:16:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3533.jpg"
"949"," photos","2023-07-27","01:16:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3534.jpg"
"950"," photos","2023-07-27","01:17:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3535.jpg"
"951"," photos","2023-07-27","01:17:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3536.jpg"
"952"," photos","2023-07-27","01:17:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3537.jpg"
"953"," photos","2023-07-27","01:18:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3538.jpg"
"954"," photos","2023-07-27","01:18:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3539.jpg"
"955"," photos","2023-07-27","01:18:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3540.jpg"
"956"," photos","2023-07-27","01:18:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3541.jpg"
"957"," photos","2023-07-27","01:19:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3542.jpg"
"958"," photos","2023-07-27","01:19:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3543.jpg"
"959"," photos","2023-07-27","01:19:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3544.jpg"
"960"," photos","2023-07-27","01:20:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3545.jpg"
"961"," photos","2023-07-27","01:20:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3546.jpg"
"962"," photos","2023-07-27","01:20:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3547.jpg"
"963"," photos","2023-07-27","01:21:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3548.jpg"
"964"," photos","2023-07-27","01:22:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3549.jpg"
"965"," photos","2023-07-27","01:23:02","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3550.jpg"
"966"," photos","2023-07-27","01:23:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3551.jpg"
"967"," photos","2023-07-27","01:23:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3552.jpg"
"968"," photos","2023-07-27","01:24:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3553.jpg"
"969"," photos","2023-07-27","01:24:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3554.jpg"
"970"," photos","2023-07-27","01:24:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3555.jpg"
"971"," photos","2023-07-27","01:24:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3556.jpg"
"972"," photos","2023-07-27","01:26:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3557.jpg"
"973"," photos","2023-07-27","01:27:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3558.jpg"
"974"," photos","2023-07-27","01:27:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3559.jpg"
"975"," photos","2023-07-27","01:27:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3560.jpg"
"976"," photos","2023-07-27","01:27:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3561.jpg"
"977"," photos","2023-07-27","01:28:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3562.jpg"
"978"," photos","2023-07-27","01:28:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3563.jpg"
"979"," photos","2023-07-27","01:28:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3564.jpg"
"980"," photos","2023-07-27","01:29:06","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3565.jpg"
"981"," photos","2023-07-27","01:29:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3566.jpg"
"982"," photos","2023-07-27","01:30:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3567.jpg"
"983"," photos","2023-07-27","01:30:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3568.jpg"
"984"," photos","2023-07-27","01:30:26","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3569.jpg"
"985"," photos","2023-07-27","01:31:04","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3570.jpg"
"986"," photos","2023-07-27","01:31:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3571.jpg"
"987"," photos","2023-07-27","01:31:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3572.jpg"
"988"," photos","2023-07-27","01:31:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3573.jpg"
"989"," photos","2023-07-27","01:32:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3574.jpg"
"990"," photos","2023-07-27","01:32:24","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3575.jpg"
"991"," photos","2023-07-27","01:32:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3576.jpg"
"992"," photos","2023-07-27","01:33:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3577.jpg"
"993"," photos","2023-07-27","01:34:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3578.jpg"
"994"," photos","2023-07-27","01:34:40","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3579.jpg"
"995"," photos","2023-07-27","01:34:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3580.jpg"
"996"," photos","2023-07-27","01:35:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3581.jpg"
"997"," photos","2023-07-27","01:35:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3582.jpg"
"998"," photos","2023-07-27","01:35:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3583.jpg"
"999"," photos","2023-07-27","01:35:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3584.jpg"
"1000"," photos","2023-07-27","01:36:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3585.jpg"
"1001"," photos","2023-07-27","01:37:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3586.jpg"
"1002"," photos","2023-07-27","01:37:36","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3587.jpg"
"1003"," photos","2023-07-27","01:38:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3588.jpg"
"1004"," photos","2023-07-27","01:38:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3589.jpg"
"1005"," photos","2023-07-27","01:38:42","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3590.jpg"
"1006"," photos","2023-07-27","01:38:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3591.jpg"
"1007"," photos","2023-07-27","01:41:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3592.jpg"
"1008"," photos","2023-07-27","01:42:08","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3593.jpg"
"1009"," photos","2023-07-27","01:42:14","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3594.jpg"
"1010"," photos","2023-07-27","01:42:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3595.jpg"
"1011"," photos","2023-07-27","01:43:00","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3596.jpg"
"1012"," photos","2023-07-27","01:43:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3597.jpg"
"1013"," photos","2023-07-28","00:39:44","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3598.jpg"
"1014"," photos","2023-07-28","00:39:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3599.jpg"
"1015"," photos","2023-07-28","00:40:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3600.jpg"
"1016"," photos","2023-07-28","00:40:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3601.jpg"
"1017"," photos","2023-07-28","00:41:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3602.jpg"
"1018"," photos","2023-07-28","00:41:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3603.jpg"
"1019"," photos","2023-07-28","00:42:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3604.jpg"
"1020"," photos","2023-07-28","00:42:46","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3605.jpg"
"1021"," photos","2023-07-28","00:42:52","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3606.jpg"
"1022"," photos","2023-07-28","00:43:20","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3607.jpg"
"1023"," photos","2023-07-28","00:43:30","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3608.jpg"
"1024"," photos","2023-07-28","00:43:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3609.jpg"
"1025"," photos","2023-07-28","00:44:12","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3610.jpg"
"1026"," photos","2023-07-28","00:44:28","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3611.jpg"
"1027"," photos","2023-07-28","00:44:50","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3612.jpg"
"1028"," photos","2023-07-28","00:44:56","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3613.jpg"
"1029"," photos","2023-07-28","00:45:16","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3614.jpg"
"1030"," photos","2023-07-28","00:45:38","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3615.jpg"
"1031"," photos","2023-07-28","00:45:54","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3616.jpg"
"1032"," photos","2023-07-28","00:45:58","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3617.jpg"
"1033"," photos","2023-07-28","00:46:22","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3618.jpg"
"1034"," photos","2023-07-28","00:46:48","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3619.jpg"
"1035"," photos","2023-07-28","00:47:34","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3620.jpg"
"1036"," photos","2023-07-28","00:48:10","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3621.jpg"
"1037"," photos","2023-07-28","00:48:18","FLIR photos/TB Experiment/Monthly monitoring July 2023 backup/FLIR3622.jpg"
