"","file.number","day","hms","file.directory"
"3201"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1521.jpg"
"3202"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1522.jpg"
"3203"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1523.jpg"
"3204"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1524.jpg"
"3205"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1525.jpg"
"3206"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1526.jpg"
"3207"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1527.jpg"
"3208"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1528.jpg"
"3209"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1529.jpg"
"3210"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1530.jpg"
"3211"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1531.jpg"
"3212"," photos","2023-07-15","08:19:39","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1532.jpg"
"3213"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1533.jpg"
"3214"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1534.jpg"
"3215"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1535.jpg"
"3216"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1536.jpg"
"3217"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1537.jpg"
"3218"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1538.jpg"
"3219"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1539.jpg"
"3220"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1540.jpg"
"3221"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1541.jpg"
"3222"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1542.jpg"
"3223"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1543.jpg"
"3224"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1544.jpg"
"3225"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1545.jpg"
"3226"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1546.jpg"
"3227"," photos","2023-07-15","08:19:38","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1547.jpg"
"3228"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1548.jpg"
"3229"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1549.jpg"
"3230"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1550.jpg"
"3231"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1551.jpg"
"3232"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1552.jpg"
"3233"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1553.jpg"
"3234"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1554.jpg"
"3235"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1555.jpg"
"3236"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1556.jpg"
"3237"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1557.jpg"
"3238"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1558.jpg"
"3239"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1559.jpg"
"3240"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1560.jpg"
"3241"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1561.jpg"
"3242"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1562.jpg"
"3243"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1563.jpg"
"3244"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1564.jpg"
"3245"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1565.jpg"
"3246"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1566.jpg"
"3247"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1567.jpg"
"3248"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1568.jpg"
"3249"," photos","2023-07-15","08:19:37","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1569.jpg"
"3250"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1570.jpg"
"3251"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1571.jpg"
"3252"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1572.jpg"
"3253"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1573.jpg"
"3254"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1574.jpg"
"3255"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1575.jpg"
"3256"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1576.jpg"
"3257"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1577.jpg"
"3258"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1578.jpg"
"3259"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1579.jpg"
"3260"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1580.jpg"
"3261"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1581.jpg"
"3262"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1582.jpg"
"3263"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1583.jpg"
"3264"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1584.jpg"
"3265"," photos","2023-07-15","08:19:36","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1585.jpg"
"3266"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1586.jpg"
"3267"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1587.jpg"
"3268"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1588.jpg"
"3269"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1589.jpg"
"3270"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1590.jpg"
"3271"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1591.jpg"
"3272"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1592.jpg"
"3273"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1593.jpg"
"3274"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1594.jpg"
"3275"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1595.jpg"
"3276"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1596.jpg"
"3277"," photos","2023-07-15","08:19:35","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1597.jpg"
"3278"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1598.jpg"
"3279"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1599.jpg"
"3280"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1600.jpg"
"3281"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1601.jpg"
"3282"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1602.jpg"
"3283"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1603.jpg"
"3284"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1604.jpg"
"3285"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1605.jpg"
"3286"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1606.jpg"
"3287"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1607.jpg"
"3288"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1608.jpg"
"3289"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1609.jpg"
"3290"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1610.jpg"
"3291"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1611.jpg"
"3292"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1612.jpg"
"3293"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1613.jpg"
"3294"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1614.jpg"
"3295"," photos","2023-07-15","08:19:34","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1615.jpg"
"3296"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1616.jpg"
"3297"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1617.jpg"
"3298"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1618.jpg"
"3299"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1619.jpg"
"3300"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1620.jpg"
"3301"," photos","2023-07-15","08:19:33","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1621.jpg"
"3302"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1622.jpg"
"3303"," photos","2023-07-15","08:19:48","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1623.jpg"
"3304"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1624.jpg"
"3305"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1625.jpg"
"3306"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1626.jpg"
"3307"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1627.jpg"
"3308"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1628.jpg"
"3309"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1629.jpg"
"3310"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1630.jpg"
"3311"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1631.jpg"
"3312"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1632.jpg"
"3313"," photos","2023-07-15","08:19:48","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1633.jpg"
"3314"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1634.jpg"
"3315"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1635.jpg"
"3316"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1636.jpg"
"3317"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1637.jpg"
"3318"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1638.jpg"
"3319"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1639.jpg"
"3320"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1640.jpg"
"3321"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1641.jpg"
"3322"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1642.jpg"
"3323"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1643.jpg"
"3324"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1644.jpg"
"3325"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1645.jpg"
"3326"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1646.jpg"
"3327"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1647.jpg"
"3328"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1648.jpg"
"3329"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1649.jpg"
"3330"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1650.jpg"
"3331"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1651.jpg"
"3332"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1652.jpg"
"3333"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1653.jpg"
"3334"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1654.jpg"
"3335"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1655.jpg"
"3336"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1656.jpg"
"3337"," photos","2023-07-15","08:19:47","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1657.jpg"
"3338"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1658.jpg"
"3339"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1659.jpg"
"3340"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1660.jpg"
"3341"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1661.jpg"
"3342"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1662.jpg"
"3343"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1663.jpg"
"3344"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1664.jpg"
"3345"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1665.jpg"
"3346"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1666.jpg"
"3347"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1667.jpg"
"3348"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1668.jpg"
"3349"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1669.jpg"
"3350"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1670.jpg"
"3351"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1671.jpg"
"3352"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1672.jpg"
"3353"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1673.jpg"
"3354"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1674.jpg"
"3355"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1675.jpg"
"3356"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1676.jpg"
"3357"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1677.jpg"
"3358"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1678.jpg"
"3359"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1679.jpg"
"3360"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1680.jpg"
"3361"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1681.jpg"
"3362"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1682.jpg"
"3363"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1683.jpg"
"3364"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1684.jpg"
"3365"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1685.jpg"
"3366"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1686.jpg"
"3367"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1687.jpg"
"3368"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1688.jpg"
"3369"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1689.jpg"
"3370"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1690.jpg"
"3371"," photos","2023-07-15","08:19:46","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1691.jpg"
"3372"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1692.jpg"
"3373"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1693.jpg"
"3374"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1694.jpg"
"3375"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1695.jpg"
"3376"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1696.jpg"
"3377"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1697.jpg"
"3378"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1698.jpg"
"3379"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1699.jpg"
"3380"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1700.jpg"
"3381"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1701.jpg"
"3382"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1702.jpg"
"3383"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1703.jpg"
"3384"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1704.jpg"
"3385"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1705.jpg"
"3386"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1706.jpg"
"3387"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1707.jpg"
"3388"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1708.jpg"
"3389"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1709.jpg"
"3390"," photos","2023-07-15","08:19:44","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1710.jpg"
"3391"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1711.jpg"
"3392"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1712.jpg"
"3393"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1713.jpg"
"3394"," photos","2023-07-15","08:19:45","FLIR photos/Worm Experiment/Repeatability/Batch2/FLIR1714.jpg"
"3395"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0782.jpg"
"3396"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0892.jpg"
"3397"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0893.jpg"
"3398"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0894.jpg"
"3399"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0895.jpg"
"3400"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0896.jpg"
"3401"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0897.jpg"
"3402"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0898.jpg"
"3403"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0899.jpg"
"3404"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0934.jpg"
"3405"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0935.jpg"
"3406"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0936.jpg"
"3407"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0937.jpg"
"3408"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0938.jpg"
"3409"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0939.jpg"
"3410"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0941.jpg"
"3411"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0943.jpg"
"3412"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0944.jpg"
"3413"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0945.jpg"
"3414"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0947.jpg"
"3415"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0948.jpg"
"3416"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0949.jpg"
"3417"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0967.jpg"
"3418"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0968.jpg"
"3419"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0969.jpg"
"3420"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0970.jpg"
"3421"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0971.jpg"
"3422"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0982.jpg"
"3423"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0983.jpg"
"3424"," photos","2023-07-15","08:18:52","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0984.jpg"
"3425"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0985.jpg"
"3426"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0986.jpg"
"3427"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0987.jpg"
"3428"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0988.jpg"
"3429"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR0989.jpg"
"3430"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1022.jpg"
"3431"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1023.jpg"
"3432"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1024.jpg"
"3433"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1025.jpg"
