"","ID","Side","Body.Part","Photo","Time","Page","Meta","Shape","Temp","report.file","path","date.retrieved","temperature.in.c","Left.Side","Right.Side","Inner.Ear","Outer.Ear","Eye","Flank"
"619","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2737.jpg",2023-07-15 08:08:22,11,"Y08","El1","31,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.9,0,0,0,0,0,0
"620","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2737.jpg",2023-07-15 08:08:22,11,"Y08","El2","31,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.9,0,0,0,0,0,0
"621","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2720.jpg",2023-07-15 07:49:25,12,"Y08","El1","33,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33,0,0,0,0,0,0
"622","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2720.jpg",2023-07-15 07:49:25,12,"Y08","El2","31,4 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.4,0,0,0,0,0,0
"623","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2727.jpg",2023-07-15 08:00:39,13,"Y13","El1","31,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.6,0,0,0,0,0,0
"624","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2727.jpg",2023-07-15 08:00:39,13,"Y13","El2","32,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32.1,0,0,0,0,0,0
"625","W18","Unknown - Please Specify","Unknown - Please Specify","FLIR2724.jpg",2023-07-15 07:50:50,14,"W18","El1","32,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32,0,0,0,0,0,0
"626","W18","Unknown - Please Specify","Unknown - Please Specify","FLIR2724.jpg",2023-07-15 07:50:50,14,"W18","El2","32,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32,0,0,0,0,0,0
"627","W12","Unknown - Please Specify","Unknown - Please Specify","FLIR2738.jpg",2023-07-15 08:08:43,15,"W12","El1","32,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32.9,0,0,0,0,0,0
"628","W12","Unknown - Please Specify","Unknown - Please Specify","FLIR2738.jpg",2023-07-15 08:08:43,15,"W12","El2","31,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/15 July 2023_FLIRdaily/15 July 2023 FLIRdaily report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.7,0,0,0,0,0,0
"629","G01","Unknown - Please Specify","Unknown - Please Specify","FLIR2742.jpg",2023-07-17 07:46:12,1,"G01","El1","30,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.6,0,0,0,0,0,0
"630","G01","Unknown - Please Specify","Unknown - Please Specify","FLIR2742.jpg",2023-07-17 07:46:12,1,"G01","El2","29,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.1,0,0,0,0,0,0
"631","G02","Unknown - Please Specify","Unknown - Please Specify","FLIR2741.jpg",2023-07-17 07:45:38,2,"G02","El1","33,5 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33.5,0,0,0,0,0,0
"632","G02","Unknown - Please Specify","Unknown - Please Specify","FLIR2741.jpg",2023-07-17 07:45:38,2,"G02","El2","32,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32.2,0,0,0,0,0,0
"633","G10","Unknown - Please Specify","Unknown - Please Specify","FLIR2763.jpg",2023-07-17 07:57:02,3,"G10","El1","29,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.9,0,0,0,0,0,0
"634","G10","Unknown - Please Specify","Unknown - Please Specify","FLIR2763.jpg",2023-07-17 07:57:02,3,"G10","El2","31,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.6,0,0,0,0,0,0
"635","G15","Unknown - Please Specify","Unknown - Please Specify","FLIR2756.jpg",2023-07-17 07:54:07,4,"G15","El1","29,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.7,0,0,0,0,0,0
"636","G15","Unknown - Please Specify","Unknown - Please Specify","FLIR2756.jpg",2023-07-17 07:54:07,4,"G15","El2","29,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.1,0,0,0,0,0,0
"637","G18","Unknown - Please Specify","Unknown - Please Specify","FLIR2762.jpg",2023-07-17 07:56:49,5,"G18","El1","30,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.7,0,0,0,0,0,0
"638","G18","Unknown - Please Specify","Unknown - Please Specify","FLIR2762.jpg",2023-07-17 07:56:49,5,"G18","El2","30,8 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.8,0,0,0,0,0,0
"639","P03","Unknown - Please Specify","Unknown - Please Specify","FLIR2765.jpg",2023-07-17 07:57:41,6,"P03","El1","30,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.6,0,0,0,0,0,0
"640","P03","Unknown - Please Specify","Unknown - Please Specify","FLIR2765.jpg",2023-07-17 07:57:41,6,"P03","El2","28,5 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,28.5,0,0,0,0,0,0
"641","P12","Unknown - Please Specify","Unknown - Please Specify","FLIR2778.jpg",2023-07-17 08:02:16,7,"P12","El1","31,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.7,0,0,0,0,0,0
"642","P12","Unknown - Please Specify","Unknown - Please Specify","FLIR2778.jpg",2023-07-17 08:02:16,7,"P12","El2","30,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.9,0,0,0,0,0,0
"643","Y02","Unknown - Please Specify","Unknown - Please Specify","FLIR2768.jpg",2023-07-17 07:59:08,8,"Y02","El1","26,5 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,26.5,0,0,0,0,0,0
"644","Y02","Unknown - Please Specify","Unknown - Please Specify","FLIR2768.jpg",2023-07-17 07:59:08,8,"Y02","El2","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"645","Y04","Unknown - Please Specify","Unknown - Please Specify","FLIR2780.jpg",2023-07-17 08:12:11,9,"Y04","El1","30,4 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.4,0,0,0,0,0,0
"646","Y04","Unknown - Please Specify","Unknown - Please Specify","FLIR2780.jpg",2023-07-17 08:12:11,9,"Y04","El2","32,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32,0,0,0,0,0,0
"647","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2754.jpg",2023-07-17 07:52:32,10,"Y08","El1","30,8 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.8,0,0,0,0,0,0
"648","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2754.jpg",2023-07-17 07:52:32,10,"Y08","El2","31,3 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.3,0,0,0,0,0,0
"649","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2745.jpg",2023-07-17 07:47:23,11,"Y13","El1","30,5 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.5,0,0,0,0,0,0
"650","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2745.jpg",2023-07-17 07:47:23,11,"Y13","El2","31,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.2,0,0,0,0,0,0
"651","W05","Unknown - Please Specify","Unknown - Please Specify","FLIR2744.jpg",2023-07-17 07:47:13,12,"W05","El1","32,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32,0,0,0,0,0,0
"652","W05","Unknown - Please Specify","Unknown - Please Specify","FLIR2744.jpg",2023-07-17 07:47:13,12,"W05","El2","31,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.6,0,0,0,0,0,0
"653","W12","Unknown - Please Specify","Unknown - Please Specify","FLIR2769.jpg",2023-07-17 07:59:13,13,"W12","El1","30,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.1,0,0,0,0,0,0
"654","W12","Unknown - Please Specify","Unknown - Please Specify","FLIR2769.jpg",2023-07-17 07:59:13,13,"W12","El2","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"655","W18","Unknown - Please Specify","Unknown - Please Specify","FLIR2770.jpg",2023-07-17 07:59:48,14,"W18","El1","29,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.6,0,0,0,0,0,0
"656","W18","Unknown - Please Specify","Unknown - Please Specify","FLIR2770.jpg",2023-07-17 07:59:48,14,"W18","El2","30,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.6,0,0,0,0,0,0
"657","P21","Unknown - Please Specify","Unknown - Please Specify","FLIR2753.jpg",2023-07-17 07:52:23,15,"P21","El1","30,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.1,0,0,0,0,0,0
"658","P21","Unknown - Please Specify","Unknown - Please Specify","FLIR2753.jpg",2023-07-17 07:52:23,15,"P21","El2","31,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31,0,0,0,0,0,0
"659","P25","Unknown - Please Specify","Unknown - Please Specify","FLIR2746.jpg",2023-07-17 07:48:49,16,"P25","El1","27,3 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,27.3,0,0,0,0,0,0
"660","P25","Unknown - Please Specify","Unknown - Please Specify","FLIR2746.jpg",2023-07-17 07:48:49,16,"P25","El2","28,8 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,28.8,0,0,0,0,0,0
"661","P04","Unknown - Please Specify","Unknown - Please Specify","FLIR2752.jpg",2023-07-17 07:51:46,17,"P04","El1","33,3 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33.3,0,0,0,0,0,0
"662","P04","Unknown - Please Specify","Unknown - Please Specify","FLIR2752.jpg",2023-07-17 07:51:46,17,"P04","El2","33,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33,0,0,0,0,0,0
"663","P13","Unknown - Please Specify","Unknown - Please Specify","FLIR2747.jpg",2023-07-17 07:49:19,18,"P13","El1","30,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.2,0,0,0,0,0,0
"664","P13","Unknown - Please Specify","Unknown - Please Specify","FLIR2747.jpg",2023-07-17 07:49:19,18,"P13","El2","33,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/17 July 2023_FLIRdaily/20230717_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33,0,0,0,0,0,0
"665","G01","Unknown - Please Specify","Unknown - Please Specify","FLIR2874.jpg",2023-07-18 08:02:25,1,"G01","El1","34,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,34.2,0,0,0,0,0,0
"666","G01","Unknown - Please Specify","Unknown - Please Specify","FLIR2874.jpg",2023-07-18 08:02:25,1,"G01","El2","32,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,32.2,0,0,0,0,0,0
"667","G02","Unknown - Please Specify","Unknown - Please Specify","FLIR2846.jpg",2023-07-18 07:52:24,2,"G02","El1","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"668","G02","Unknown - Please Specify","Unknown - Please Specify","FLIR2846.jpg",2023-07-18 07:52:24,2,"G02","El2","30,8 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.8,0,0,0,0,0,0
"669","G10","Unknown - Please Specify","Unknown - Please Specify","FLIR2850.jpg",2023-07-18 07:53:33,3,"G10","El1","29,4 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.4,0,0,0,0,0,0
"670","G10","Unknown - Please Specify","Unknown - Please Specify","FLIR2850.jpg",2023-07-18 07:53:33,3,"G10","El2","27,5 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,27.5,0,0,0,0,0,0
"671","G15","Unknown - Please Specify","Unknown - Please Specify","FLIR2842.jpg",2023-07-18 07:50:37,4,"G15","El1","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"672","G15","Unknown - Please Specify","Unknown - Please Specify","FLIR2842.jpg",2023-07-18 07:50:37,4,"G15","El2","29,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.2,0,0,0,0,0,0
"673","G18","Unknown - Please Specify","Unknown - Please Specify","FLIR2848.jpg",2023-07-18 07:53:03,5,"G18","El1","29,8 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.8,0,0,0,0,0,0
"674","P03","Unknown - Please Specify","Unknown - Please Specify","FLIR2841.jpg",2023-07-18 07:50:14,6,"P03","El1","30,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.1,0,0,0,0,0,0
"675","P03","Unknown - Please Specify","Unknown - Please Specify","FLIR2841.jpg",2023-07-18 07:50:14,6,"P03","El2","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"676","P12","Unknown - Please Specify","Unknown - Please Specify","FLIR2878.jpg",2023-07-18 08:05:20,7,"P12","El1","28,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,28.9,0,0,0,0,0,0
"677","P12","Unknown - Please Specify","Unknown - Please Specify","FLIR2878.jpg",2023-07-18 08:05:20,7,"P12","El2","30,0 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30,0,0,0,0,0,0
"678","Y02","Unknown - Please Specify","Unknown - Please Specify","FLIR2835.jpg",2023-07-18 07:48:47,8,"Y02","El1","28,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,28.2,0,0,0,0,0,0
"679","Y02","Unknown - Please Specify","Unknown - Please Specify","FLIR2835.jpg",2023-07-18 07:48:47,8,"Y02","El2","27,2 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,27.2,0,0,0,0,0,0
"680","Y04","Unknown - Please Specify","Unknown - Please Specify","FLIR2839.jpg",2023-07-18 07:49:35,9,"Y04","El1","28,9 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,28.9,0,0,0,0,0,0
"681","Y04","Unknown - Please Specify","Unknown - Please Specify","FLIR2839.jpg",2023-07-18 07:49:35,9,"Y04","El2","29,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.7,0,0,0,0,0,0
"682","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2860.jpg",2023-07-18 07:58:15,10,"Y08 RHS","El1","33,1 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,33.1,0,0,0,0,0,0
"683","Y08","Unknown - Please Specify","Unknown - Please Specify","FLIR2862.jpg",2023-07-18 07:58:24,11,"Y08 LHS","El1","30,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.7,0,0,0,0,0,0
"684","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2853.jpg",2023-07-18 07:55:48,12,"Y13","El1","30,6 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,30.6,0,0,0,0,0,0
"685","Y13","Unknown - Please Specify","Unknown - Please Specify","FLIR2853.jpg",2023-07-18 07:55:48,12,"Y13","El2","31,3 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.3,0,0,0,0,0,0
"686","W05","Unknown - Please Specify","Unknown - Please Specify","FLIR2870.jpg",2023-07-18 08:00:54,13,"W05","El1","31,3 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,31.3,0,0,0,0,0,0
"687","W05","Unknown - Please Specify","Unknown - Please Specify","FLIR2870.jpg",2023-07-18 08:00:54,13,"W05","El2","29,7 °C","FLIR photos/TB Experiment/Daily Eye Monitoring/18 July 2023_FLIRdaily/20230718_report.pdf","G:/Shared drives/KNP data & logistics/buffalo data/11Aug2023_buffalo_boma_project/1_Project Data/4_FLIR_data",2023-08-30,29.7,0,0,0,0,0,0
